epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,15795.9,0.49606,0.34137,1.0262,0.89639,0.76404,0.87094,0.5993,1.32521,0.83078,1.87952,0.000366877,0.000366877,0.000366877
181,15881.1,0.49395,0.34655,1.02588,0.89958,0.76326,0.87143,0.59993,1.3253,0.83071,1.8797,0.00034227,0.00034227,0.00034227
182,15972.4,0.50475,0.34418,1.03329,0.89744,0.76305,0.87151,0.59971,1.3252,0.83032,1.88079,0.000318825,0.000318825,0.000318825
183,16060.5,0.50433,0.34266,1.02987,0.88992,0.76556,0.87177,0.59967,1.32549,0.83073,1.88081,0.000296546,0.000296546,0.000296546
184,16130.5,0.48939,0.33877,1.02458,0.89106,0.76491,0.87198,0.59992,1.32486,0.8302,1.88062,0.000275441,0.000275441,0.000275441
185,16222.2,0.49588,0.34306,1.02593,0.87869,0.77585,0.87299,0.60019,1.32409,0.8291,1.88027,0.000255513,0.000255513,0.000255513
186,16307.3,0.48663,0.33742,1.02066,0.87872,0.77603,0.87295,0.6001,1.32338,0.82867,1.88027,0.000236769,0.000236769,0.000236769
187,16395.4,0.4971,0.3406,1.0278,0.87803,0.7749,0.87267,0.60016,1.32333,0.82865,1.88096,0.000219212,0.000219212,0.000219212
188,16486.7,0.48608,0.33269,1.02207,0.87439,0.77628,0.87204,0.60052,1.323,0.82895,1.88028,0.000202847,0.000202847,0.000202847
189,16574.9,0.50055,0.34176,1.02964,0.87189,0.778,0.87157,0.5999,1.32214,0.82877,1.87941,0.000187678,0.000187678,0.000187678
190,16660.3,0.49307,0.33739,1.02942,0.87212,0.77961,0.87184,0.60065,1.32164,0.82898,1.87895,0.000173709,0.000173709,0.000173709
191,16751.5,0.49088,0.33604,1.02202,0.88828,0.76878,0.87179,0.60081,1.32094,0.82904,1.87813,0.000160943,0.000160943,0.000160943
192,16833.4,0.49932,0.3464,1.03373,0.88832,0.76814,0.87088,0.60144,1.32045,0.82883,1.87773,0.000149383,0.000149383,0.000149383
193,16918.7,0.4861,0.3367,1.02173,0.88706,0.76826,0.87108,0.60213,1.32004,0.82868,1.87766,0.000139032,0.000139032,0.000139032
194,17012.8,0.48298,0.33378,1.01653,0.88337,0.77302,0.87124,0.60221,1.31982,0.82882,1.87751,0.000129893,0.000129893,0.000129893
195,17098.1,0.47364,0.33014,1.00838,0.88312,0.7726,0.87146,0.60253,1.31965,0.82871,1.87757,0.000121968,0.000121968,0.000121968
196,17189.5,0.48389,0.33181,1.01616,0.88394,0.77161,0.87134,0.60225,1.32,0.82875,1.87841,0.000115259,0.000115259,0.000115259
197,17280.8,0.48029,0.32946,1.01632,0.88389,0.77168,0.87128,0.60263,1.31978,0.82863,1.87871,0.000109768,0.000109768,0.000109768
198,17368.9,0.4897,0.33846,1.02354,0.87922,0.77437,0.87138,0.60248,1.31944,0.82866,1.87831,0.000105495,0.000105495,0.000105495
199,17454.3,0.48484,0.33338,1.02095,0.87689,0.77323,0.87138,0.60167,1.31923,0.82881,1.87817,0.000102443,0.000102443,0.000102443
200,17539.6,0.48322,0.33645,1.02121,0.87717,0.77387,0.87143,0.60172,1.31902,0.82905,1.87809,0.000100611,0.000100611,0.000100611
