epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,6263.77,0.49353,0.33996,1.01295,0.86936,0.76861,0.86331,0.58773,1.3401,0.86459,1.86834,0.000366877,0.000366877,0.000366877
181,6298.45,0.49475,0.3376,1.014,0.86577,0.76881,0.86373,0.58879,1.34014,0.86536,1.86861,0.00034227,0.00034227,0.00034227
182,6333.16,0.50764,0.34195,1.0218,0.86085,0.77169,0.86361,0.589,1.34019,0.86581,1.8693,0.000318825,0.000318825,0.000318825
183,6367.97,0.50442,0.34344,1.01527,0.8648,0.76916,0.86369,0.58879,1.33981,0.8652,1.86957,0.000296546,0.000296546,0.000296546
184,6402.57,0.49026,0.33735,1.00717,0.86294,0.76959,0.86359,0.58898,1.3395,0.8643,1.86968,0.000275441,0.000275441,0.000275441
185,6437.18,0.49577,0.33849,1.01348,0.86357,0.76912,0.86446,0.58914,1.33896,0.86354,1.86912,0.000255513,0.000255513,0.000255513
186,6471.97,0.48893,0.33508,1.00765,0.86181,0.77009,0.86385,0.58963,1.33903,0.86335,1.86948,0.000236769,0.000236769,0.000236769
187,6506.71,0.49767,0.3366,1.01444,0.85659,0.77358,0.86378,0.58977,1.33903,0.86311,1.86964,0.000219212,0.000219212,0.000219212
188,6541.49,0.48637,0.33158,1.01034,0.8544,0.77523,0.86436,0.58989,1.33883,0.86253,1.86947,0.000202847,0.000202847,0.000202847
189,6576.2,0.50251,0.341,1.01711,0.85954,0.77237,0.86447,0.59029,1.33836,0.86329,1.86836,0.000187678,0.000187678,0.000187678
190,6610.89,0.49344,0.33499,1.01354,0.85902,0.77398,0.86394,0.59036,1.33787,0.86325,1.86779,0.000173709,0.000173709,0.000173709
191,6645.52,0.49199,0.33765,1.01118,0.85991,0.77261,0.86402,0.59087,1.33755,0.86321,1.86736,0.000160943,0.000160943,0.000160943
192,6680.26,0.50187,0.34512,1.02136,0.86165,0.77047,0.86412,0.59123,1.33753,0.86351,1.86691,0.000149383,0.000149383,0.000149383
193,6715,0.4913,0.33846,1.01259,0.86216,0.76965,0.86414,0.59184,1.33744,0.86374,1.86651,0.000139032,0.000139032,0.000139032
194,6749.7,0.48583,0.33182,1.00753,0.86338,0.77071,0.86435,0.59078,1.33737,0.86343,1.86633,0.000129893,0.000129893,0.000129893
195,6784.28,0.47505,0.32762,0.99812,0.86299,0.77077,0.86436,0.59116,1.33742,0.86334,1.86616,0.000121968,0.000121968,0.000121968
196,6818.92,0.48562,0.32976,1.00558,0.85622,0.77542,0.8644,0.59148,1.33757,0.86341,1.86656,0.000115259,0.000115259,0.000115259
197,6853.49,0.48438,0.328,1.00472,0.85641,0.7758,0.86472,0.59191,1.33734,0.86317,1.86628,0.000109768,0.000109768,0.000109768
198,6888.28,0.48861,0.33841,1.0111,0.85613,0.77746,0.86454,0.59212,1.33717,0.86292,1.86603,0.000105495,0.000105495,0.000105495
199,6923.04,0.48695,0.33441,1.0092,0.85424,0.77791,0.86462,0.59216,1.33715,0.86283,1.86629,0.000102443,0.000102443,0.000102443
200,6957.76,0.48481,0.33551,1.01059,0.85327,0.77867,0.86454,0.59229,1.33715,0.8629,1.86626,0.000100611,0.000100611,0.000100611
